1001	7	1340630375
1001	425	1340630376
1001	300	1340630376
1001	988	1340630376
1001	537	1340630377
1001	325	1340630377
1001	485	1340630378
1001	45	1340630378
1001	704	1340630378
1001	363	1340630378
1001	816	1340630378
1001	568	1340630378
1001	994	1340630380
1001	972	1340630382
1001	526	1340630384
1001	869	1340630384
1001	879	1340630386
1001	755	1340630387
1001	192	1340630387
1001	132	1340630388
1001	983	1340630390
1001	278	1340630391
1001	931	1340630391
1001	204	1340630392
1001	909	1340630394
1001	234	1340630396
1001	484	1340630396
1001	57	1340630396
1001	985	1340630397
1001	152	1340630397
1001	472	1340630397
1001	147	1340630398
1001	369	1340630398
1002	975	1336307586
1002	122	1336307586
1002	816	1336307586
1002	970	1336307586
1002	233	1336307587
1002	876	1336307588
1002	751	1336307589
1002	202	1336307589
1002	403	1336307590
1002	967	1336307591
1002	347	1336307591
1002	524	1336307591
1002	320	1336307593
1002	905	1336307593
1002	447	1336307594
1002	302	1336307596
1002	150	1336307598
1002	848	1336307600
1002	244	1336307601
1002	44	1336307601
1002	256	1336307602
1002	191	1336307604
1002	871	1336307605
1002	309	1336307606
1002	181	1336307607
1002	413	1336307609
1002	469	1336307609
1002	724	1336307610
1002	851	1336307611
1002	587	1336307611
1002	214	1336307613
1002	768	1336307614
1002	958	1336307616
1002	121	1336307618
1002	871	1336307620
1002	32	1336307620
1002	806	1336307621
1002	363	1336307623
1002	242	1336307623
1002	693	1336307625
1002	655	1336307627
1002	201	1336307628
1002	970	1336307629
1002	866	1336307630
1002	863	1336307631
1003	820	1276224396
1003	909	1276224396
1003	297	1276224396
1003	192	1276224396
1003	171	1276224396
1003	360	1276224398
1003	638	1276224398
1003	204	1276224400
1003	728	1276224401
1003	495	1276224401
1003	78	1276224402
1003	713	1276224403
1003	783	1276224403
1003	729	1276224405
1003	654	1276224407
1003	185	1276224409
1003	874	1276224409
1003	525	1276224410
1003	361	1276224411
1003	263	1276224412
1003	85	1276224413
1003	597	1276224413
1003	227	1276224413
1003	873	1276224414
1003	114	1276224414
1003	506	1276224415
1003	791	1276224417
1004	460	1268305959
1004	12	1268305960
1004	151	1268305961
1004	609	1268305961
1004	359	1268305963
1004	970	1268305963
1004	302	1268305964
1004	64	1268305966
1004	252	1268305967
1004	284	1268305968
1004	301	1268305968
1004	130	1268305968
1004	673	1268305968
1004	81	1268305970
1004	936	1268305971
1004	461	1268305973
1004	937	1268305975
1004	173	1268305977
1004	768	1268305978
1004	962	1268305978
1004	340	1268305978
1004	60	1268305978
1004	616	1268305978
1004	211	1268305979
1004	327	1268305979
1004	932	1268305979
1004	946	1268305980
1004	405	1268305981
1004	269	1268305981
1004	460	1268305982
1004	56	1268305984
1004	670	1268305984
1004	331	1268305986
1004	489	1268305988
1004	41	1268305989
1004	338	1268305990
1004	330	1268305992
1004	408	1268305994
1004	892	1268305994
1004	59	1268305995
1004	619	1268305995
1004	69	1268305996
1004	468	1268305998
1004	275	1268305998
1004	384	1268305999
1004	633	1268305999
1004	309	1268305999
1004	647	1268306000
1004	998	1268306000
1004	341	1268306000
1005	231	1268068583
1005	688	1268068584
1005	758	1268068585
1005	962	1268068585
1005	742	1268068587
1005	54	1268068589
1005	644	1268068591
1005	543	1268068591
1005	252	1268068592
1005	673	1268068594
1005	583	1268068595
1005	169	1268068596
1005	970	1268068597
1005	732	1268068599
1005	547	1268068600
1005	330	1268068601
1005	235	1268068602
1005	540	1268068604
1005	306	1268068604
1005	926	1268068606
1005	266	1268068606
1005	637	1268068607
1005	937	1268068609
1005	665	1268068611
1005	619	1268068612
1005	463	1268068613
1005	887	1268068614
1005	627	1268068615
1005	402	1268068616
1005	486	1268068618
1005	319	1268068620
1005	892	1268068621
1005	997	1268068622
1005	382	1268068624
1005	411	1268068625
1005	791	1268068627
1005	926	1268068629
1005	270	1268068630
1005	842	1268068632
1005	861	1268068632
1005	76	1268068634
1005	484	1268068634
1006	743	1293585371
1006	733	1293585373
1006	821	1293585373
1006	176	1293585374
1006	429	1293585376
1006	117	1293585378
1006	960	1293585380
1006	68	1293585380
1006	199	1293585382
1006	949	1293585383
1006	900	1293585384
1006	977	1293585386
1006	745	1293585388
1006	740	1293585388
1006	936	1293585389
1006	997	1293585391
1006	405	1293585393
1006	442	1293585394
1006	109	1293585395
1006	90	1293585395
1006	643	1293585395
1006	247	1293585397
1006	53	1293585398
1006	962	1293585400
1006	9	1293585402
1006	4	1293585403
1006	837	1293585403
1006	379	1293585405
1006	453	1293585406
1006	460	1293585406
1006	758	1293585408
1006	597	1293585409
1006	333	1293585411
1006	388	1293585411
1006	319	1293585412
1006	145	1293585412
1006	252	1293585414
1007	667	1391800131
1007	877	1391800132
1007	555	1391800132
1007	640	1391800134
1007	898	1391800135
1007	350	1391800135
1007	565	1391800137
1007	11	1391800139
1007	506	1391800140
1007	29	1391800140
1007	708	1391800140
1007	637	1391800142
1007	652	1391800144
1007	270	1391800145
1007	981	1391800145
1007	802	1391800147
1007	828	1391800148
1007	861	1391800149
1007	295	1391800150
1007	257	1391800150
1007	459	1391800152
1007	959	1391800153
1007	110	1391800153
1007	247	1391800154
1007	738	1391800155
1007	152	1391800155
1007	892	1391800157
1007	242	1391800158
1007	749	1391800159
1007	465	1391800160
1007	552	1391800160
1007	412	1391800162
1007	291	1391800163
1007	614	1391800165
1007	668	1391800166
1007	509	1391800167
1007	207	1391800168
1007	196	1391800169
1007	611	1391800171
1007	245	1391800172
1007	653	1391800174
1007	20	1391800175
1007	875	1391800176
1007	801	1391800176
1007	810	1391800177
1007	150	1391800177
1007	840	1391800177
1007	639	1391800178
1007	492	1391800178
1007	499	1391800179
1008	807	1262052309
1008	334	1262052310
1008	173	1262052310
1008	629	1262052311
1008	353	1262052313
1008	114	1262052313
1008	385	1262052314
1008	486	1262052314
1008	203	1262052314
1008	940	1262052314
1008	726	1262052315
1008	994	1262052316
1008	409	1262052316
1008	685	1262052317
1008	502	1262052317
1008	196	1262052319
1008	317	1262052319
1008	471	1262052319
1008	28	1262052319
1008	634	1262052319
1008	426	1262052320
1008	980	1262052321
1008	126	1262052321
1008	593	1262052321
1008	259	1262052322
1008	576	1262052324
1008	85	1262052326
1008	611	1262052328
1008	512	1262052330
1008	669	1262052330
1008	474	1262052332
1008	609	1262052332
1008	811	1262052333
1008	60	1262052333
1008	398	1262052334
1008	125	1262052336
1008	733	1262052336
1008	900	1262052337
1009	394	1351444029
1009	110	1351444031
1009	851	1351444031
1009	17	1351444031
1009	64	1351444032
1009	471	1351444032
1009	938	1351444034
1009	467	1351444035
1009	421	1351444035
1009	14	1351444036
1009	114	1351444037
1009	685	1351444037
1009	833	1351444037
1009	688	1351444038
1009	633	1351444040
1009	614	1351444040
1009	515	1351444040
1009	628	1351444041
1009	866	1351444043
1009	325	1351444043
1009	767	1351444043
1009	205	1351444045
1009	268	1351444045
1009	739	1351444047
1009	983	1351444047
1009	697	1351444048
1009	849	1351444049
1009	431	1351444051
1009	602	1351444052
1009	822	1351444052
1009	22	1351444053
1009	672	1351444054
1009	681	1351444054
1009	451	1351444054
1009	352	1351444054
1009	330	1351444056
1009	710	1351444058
1009	940	1351444060
1010	553	1256429168
1010	10	1256450467
1010	170	1256503681
1010	235	1256581111
1010	860	1256742571
1010	627	1256900444
1010	148	1256956847
1010	74	1257025878
1010	351	1257109522
1010	337	1257182594
1010	272	1257192726
1010	131	1257362364
1010	338	1257419270
1010	152	1257499878
1010	75	1257668082
1010	367	1257759526
1010	813	1257816788
1010	63	1257949899
1010	53	1258004896
1010	592	1258016040
1010	8	1258016041
1010	653	1258016041
1010	925	1258016043
1010	864	1258016044
1010	14	1258016046
1010	318	1258016047
1010	670	1258016049
1010	501	1258016050
1010	957	1258016051
1010	471	1258016051
1010	225	1258016051
1010	167	1258016052
1010	446	1258016052
1010	273	1258016052
1010	435	1258016054
1010	327	1258016056
1010	312	1258016057
1010	157	1258016057
1010	882	1258016058
1010	458	1258016060
1011	503	1379831403
1011	765	1380003403
1011	631	1380079600
1011	775	1380112497
1011	156	1380186206
1011	887	1380260114
